STATION CODE,LOCATIONS,STATE,Temp,PH,Conductivity,BOD,NI,Fec_col,Tot_col
3449,"GROUND WATER AT KASHIPUR
BAJPUR ROAD 2",UTTARAKHAND,27.5,7.45,332,2.15,0.6,2,2
3446,"GROUND WATER AT KASHIPUR
MORADABAD ROAD 1",UTTARAKHAND,25.5,7.4,360,1.45,0.3,2,2
3447,"GROUND WATER AT KASHIPUR
MORADABAD ROAD 2",UTTARAKHAND,24.5,7.3,362,1.85,0.6,2,2
3442,"GROUND WATER AT PANTNAGAR INDUSTRIAL AREA
1",UTTARAKHAND,28,7.35,299,1.9,0.3,2,2
3443,"GROUND WATER AT PANTNAGAR INDUSTRIAL AREA
2",UTTARAKHAND,28,7.5,286.5,2.2,0.3,2,2
3454,"GROUND WATER AT ROORKEE INDUSTRIAL AREA 1, CHC
BHAGWANPUR,HARIDWAR",UTTARAKHAND,20.5,8.1,573,1,3,2,2
3455,"GROUND WATER AT ROORKEE
INDUSTRIAL AREA 2, SUNEHRA",UTTARAKHAND,20,7.5,286,1,0.3,2,2
3444,"GROUND WATER AT SANTIPURI
KICHHA 1",UTTARAKHAND,27.5,7.3,328,2.55,0.3,2,2
3445,"GROUND WATER AT SANTIPURI
KICHHA 2",UTTARAKHAND,27.5,7.15,318,1.9,0.3,2,2
3456,"GROUND WATER AT SELAQUI
INDUSTRIAL AREA 1, DEHRADUN",UTTARAKHAND,19,6.4,199.5,1,0.3,2,2
3457,"GROUND WATER AT SELAQUI
INDUSTRIAL AREA 2, DEHRADUN",UTTARAKHAND,19.5,6.65,239.5,1,0.3,2,2
3450,"GROUND WATER AT SIDCUL INDUSTRIAL AREA 1, ROSHANABAD COLLECTORATE,
HARIDWAR",UTTARAKHAND,20,7.25,578,1,1.2,2,2
3451,"GROUND WATER AT SIDCUL INDUSTRIAL AREA 2, SALEEMPUR
CHOWK,ROORKEE,HARIDWAR",UTTARAKHAND,20,7.55,534.5,1,2.05,2,2
3440,"GROUND WATER AT SITAR GANJ
INDUSTRIAL AREA 1",UTTARAKHAND,25.5,7.35,473.5,3.05,0.3,2,2
3441,GROUND WATER AT SITAR GANJ INDUSTRIAL AREA 2,UTTARAKHAND,25.5,7.15,469.5,3.5,0.3,2,2
1748,"HANDPUMP IN VILLAGE
DAMAUDA AT KASHIPUR NEAR M/S INDIA GLYCOLES LTD.",UTTARAKHAND,27,7.9,274,1.85,0.3,2,2
2547,"AMTOLA ON DIAMOND
HARBOUR ROAD, 24 PARGANAS (S)",WEST BENGAL,29,7.45,4203,1,0.75,2,5
1939,BARRAKPORE MUNICIPALITY,WEST BENGAL,30.5,7.85,425.5,1,0.4,2,2
1772,"BARSAT MUNICIPALITY NORTH 24P, WEST BENGAL",WEST BENGAL,29.5,7.55,632,1,0.3,3,3.5
1777,"BEHALA CALCUTTA, WEST BENGAL",WEST BENGAL,29.5,7.35,1342.5,1,0.3,2,3
2537,"BOLPUR NEAR RAILWAY
STATION",WEST BENGAL,29.5,7.4,429,1,0.39,2,2
1938,BSIRHAT MUNICIPALITY,WEST BENGAL,29.5,8.25,1730.5,1,0.3,8,9.5
1934,"CENTRAL HOWRAHRESIDENTAIL
AREA",WEST BENGAL,29.5,7.25,2483.5,1,0.3,2,2
1932,CENTRAL KOLKATA,WEST BENGAL,30,7.6,554.5,1,0.3,2,2
1931,COSSIPORE  NORTH KOLKATA,WEST BENGAL,29.5,7.3,2578.5,1,0.3,2,7.5
1779,"DANKUNI (NEAR COAL
COMPLEX), WEST BENGAL",WEST BENGAL,27.5,7.5,5407.5,1,0.5,2,2
1775,"DHAPA CALCUTTA, WEST
BENGAL",WEST BENGAL,29.5,7.1,1556,1,0.3,2,2
1778,"DOMJUR HOWRAH, WEST
BENGAL",WEST BENGAL,29.5,7.5,756,1,0.505,2,2
1768,"DURGAPUR TOWN, BURDWAN,
WEST BENGAL",WEST BENGAL,31,7.35,668,1,0.3,2,5
1767,"DURGAPUR TOWN, NEAR IISCO,
BURDWAN, WEST BENGAL",WEST BENGAL,27,7.9,748,1,0.3,2,2
2542,DWARIKA AT BISHNUPUR TOWN,WEST BENGAL,28.5,7.2,695.5,1,0.455,2,2
1945,ENGLISH BAZAR MALDAH,WEST BENGAL,28.5,7.35,1266.5,1,0.69,2,2
2526,FULBARI BARRAGE,WEST BENGAL,25,7.2,175,1,0.3,2,2
1776,"GARIA CALCUTTA, WEST BENGAL",WEST BENGAL,29,7.6,815,1,0.37,2,2
4730,"GROUND WATER (DUGWELL) AT
HARISHPAL MORE",WEST BENGAL,29,7.8,612,1,0.3,2,2
4714,"GROUND WATER AT ANGADPUR
ANGADPUR DURGAPUR",WEST BENGAL,31,7.55,663.5,1,0.3,2,4.5
4708,GROUND WATER AT BERHAMPORE,WEST BENGAL,27.5,7.35,933.5,1,0.3,8,10
4709,GROUND WATER AT CHINSURA,WEST BENGAL,29,8,1955,1,0.3,2,2
4716,"GROUND WATER AT HURALALPUR, PURULIA",WEST BENGAL,28,7.75,652.5,1,0.4,2,2
4706,GROUND WATER AT KHARDAH,WEST BENGAL,29,7.9,1248,1,0.3,2,2
4721,"GROUND WATER AT MATIGARA
BAZAAR",WEST BENGAL,25.5,7.5,69.5,1,0.355,2,2
4715,"GROUND WATER AT
MUCHIPARA DURGAPUR",WEST BENGAL,30,6.9,217,1,0.3,2,2
4707,GROUND WATER AT NAIHATI,WEST BENGAL,28,7.9,333.5,1,0.31,2,2
4737,"GROUND WATER AT SHYAMPUR
BUDGE BUDGE",WEST BENGAL,28,7.45,2452,1,0.85,2,2
4726,"GROUND WATER MIRIK
DUGWELL",WEST BENGAL,15,7.4,132,1,0.3,2,2
2545,"GROUND WATER POINT AT
PURULIA RK MISSION",WEST BENGAL,27.5,7.45,815,1,0.405,2,2
2528,GROUND WATER POINT INSIDE BURDWAN UNIVERSITY,WEST BENGAL,29,7.6,523.5,1,0.335,2,2
2529,"GROUND WATER POINT NEAR
BURDWAN STATION",WEST BENGAL,28.5,7.2,1104.5,1,0.345,2,2
4732,GROUNDWATER AT ANANDA MOHAN COMMERCE COLLEGE,WEST BENGAL,26,7.7,194,1,0.3,2,2
4733,"GROUNDWATER AT SUKNA
FOREST RANGE",WEST BENGAL,24,7.25,174.5,1,0.3,2,2
4731,"GROUNDWATER AT UTTARBANGA KRISHI
VISHWAVIDYALAYA",WEST BENGAL,26.5,7.6,234.5,1,0.41,2,2
2548,"HIDCO OFFICE, RAJARHAT",WEST BENGAL,28,7.45,758.5,1.1,0.805,3,28
2530,HOT SPRING AT BAKRESHWAR,WEST BENGAL,64,9.1,505,1,0.3,2,2
1935,"INSIDE KOLKATA LEATHER
COMPLEX",WEST BENGAL,30.5,7.1,1312,1,0.3,2,22.5
1771,"KALYANI INDUSTRIAL AREA,
NADIA, WEST BENGAL",WEST BENGAL,27.5,7.65,1189.5,1,0.3,2,2
1766,"MINE PIT WATER ASSANSOL, WEST BENGAL",WEST BENGAL,28.5,8.35,572,1,0.3,2,2
2538,MOREGRAM CROSSING,WEST BENGAL,29,7.65,381.5,1,0.38,2,2
2536,NALHATI RAILWAY STATION OF BIRBHUM,WEST BENGAL,29,7.95,706.5,1,0.345,3,5
1941,"NEAR FLY ASH DUMPING SITE KUNTIGHAT, BANDEL",WEST BENGAL,27.5,7.65,2261,1,0.3,2,2
1933,"NEAR GALVANISATION UNIT,
HOWRAH",WEST BENGAL,28.5,7.3,1360,1,0.325,2,6.5
1940,"NEAR THE PHOSPHATE
COMPANYRISHRA",WEST BENGAL,29,7.75,3667.5,1,0.45,2,2
1937,RAJARHAT  NEW TOWNSHIP,WEST BENGAL,30,7.75,1066.5,1,0.35,2,2
1936,RESIDENTIAL AREA  SONARPUR,WEST BENGAL,30,7.3,1118.5,1,0.3,2,2
1813,"RISHRA, WEST BENGAL",WEST BENGAL,29,7.8,1635,1,0.34,2,2
2540,SATI GHAT AT BANKURA TOWN,WEST BENGAL,27.5,7.85,960,1,0.3,2,2
2543,"SDO OFFICE AT BISHNUPUR
TOWN",WEST BENGAL,27.5,7.05,219,1,0.48,2,2
2516,"SDO OFFICE, KRISHNANAGAR",WEST BENGAL,26,7.75,754,1,0.3,2,2
2515,"SDO OFFICE, RANAGHAT",WEST BENGAL,26.5,7.35,704.5,1,0.3,2,2
2533,SURI TOWN NEAR BUS STAND,WEST BENGAL,28.5,7.55,504.5,1,0.3,2,5.5
1773,"TANGRA, CALCUTTA , WEST
BENGAL",WEST BENGAL,29.5,7.35,1582.5,1,0.3,6,18.5
1774,"TOPSIA CALCUTTA, WEST
BENGAL",WEST BENGAL,30,7.3,1813,1,0.3,18,53
2546,ULUBERIA COLLEGE AT HOWRAH,WEST BENGAL,28,7.4,999.5,1,0.55,2,2
2535,VISVA BHARATI,WEST BENGAL,30.5,8.05,403.5,1,0.305,2,2
26,WELL AT VIJAYWADA,ANDHRA PRADESH,26,8,1571,0.7,3.43,2,400
1513,"BOREWELL KRISHNA MURTHY, D.NO. 48-16-43
AUTONAGAR VIJJAYAWADA",ANDHRA PRADESH,27.5,8.1,1454.5,0.8,0.765,2,400
1514,"BOREWELL VIJAY KUMAR AUTONAGAR
VIJAYAWADA",ANDHRA PRADESH,27,8,1507,0.9,2.815,2,400
1516,"BOREWELL OF NAVLOK GARDENS, NELLORE",ANDHRA PRADESH,27,8.3,1047,0.85,1.055,2,400
1517,BOREWELL NEAR TUNGBHADRA RIVER  KURNOOL,ANDHRA PRADESH,22,7.75,3470,0.85,3.26,2,2
1518,BOREWELL AT NANDYAL (KUNDU),ANDHRA PRADESH,23.5,7.75,4410,0.9,3.5,2,2
1519,BOREWELL AT NAGIRI,ANDHRA PRADESH,28,7.5,1868,0.75,2.3,2,2
1520,"BOREWELL NEAR SWARNAMUKHI RIVER AT
SRIKALAHASTI",ANDHRA PRADESH,27.5,7.65,1010,0.85,1.2,2,2
1521,"OPEN WELL NEAR RAMA TEMPLE , WARD NO.2 ,
MINDI , VISAKHAPATNAM",ANDHRA PRADESH,26.5,7.1,2975,2,9.92,14,420
1522,OPEN WELL PEDDANUVVI - VIZIANAGARAM,ANDHRA PRADESH,27,7.55,648,1.8,2.28,11,180
1523,"BOREWELL NEAR M/S ANDHRA SUGARS LTD. ,
KOVVUR",ANDHRA PRADESH,25.5,7.3,527,1.45,3.13,9,55
1524,"OPEN WELL NEAR PARTAP NAGAR BRIDGE -
KAKINADA",ANDHRA PRADESH,28,7.35,1542,1.6,2.735,9,82.5
3087,"BORE WELL NEAR VILLAGE SECRETARIAT,
PATHAPADU (V)",ANDHRA PRADESH,26,7.5,2210,0.9,0.43,2,400
3089,"HAND PUMP AT TANAM VILL., VISHAKHAPATNAM",ANDHRA PRADESH,26,7.4,2228.5,1.7,7.635,11,210
3090,"HAND PUMP AT PITTAVANIPALEM,
VISHAKHAPATNAM",ANDHRA PRADESH,24,7.15,2171.5,1.5,12.305,10,45
3091,"BORE WELL AT KAPULUPPADA DUMPSITE,
VISHAKHAPATNAM",ANDHRA PRADESH,27.5,7.25,3162,1.5,17.07,7,460
3092,"BORE WELL AT ARINAMA AKKIVALASA,
SRIKAKULAM",ANDHRA PRADESH,27.5,7.75,935.5,1.5,4.925,13,89.5
3093,"BORE WELL AT ALLADAPALEM VILLAGE,
PYDIBHIMAVARAM",ANDHRA PRADESH,26,7.75,1766.5,1.9,4.56,8,55
1533,"DIGBOI, TINSUKIA DISTT., ASSAM",ASSAM,22,6.25,331,1.3,1.25,2,2
1534,"GROUND WATER AT KARBI ANGLONG DISTT.,
ASSAM",ASSAM,26,5.7,660,0.95,0.6,76,101
1535,"GROUND WATER AT SIBSAGAR GOVT ME SCHOOL
WARD 6, RED CROSS ROAD , ASSAM",ASSAM,26,6.35,233,1.05,1.75,2,2
1536,"GROUND WATER NEAR BPMS H.S. SCHOOL
SONARI TOWN DIST CHARAIDEO",ASSAM,26,6.45,188,0.9,1.1,2,2
1537,"GROUND WATER AT (JORHAT, ASSAM)",ASSAM,25,6.9,227,1,1.1,2,2
1538,"GROUND WATER AT SILCHAR, ASSAM",ASSAM,25.5,6.3,93,0.7,1.25,2,2
1539,"GROUND WATER AT BARPETA, ASSAM",ASSAM,27.5,7.55,290.5,0.95,1.15,2,151
1540,"GROUND WATER AT BONAIGAON, ASSAM",ASSAM,28.5,6.05,166.5,1.5,5.2,2,2
1541,"GROUND WATER AT NOONMATI GUWAHATI,
ASSAM",ASSAM,27,7,404,1.65,2.2,2,2
1542,"GROUND WATER AT SIJUBARI MAZAR, NATBOMA
HATIGAON",ASSAM,27,6.7,620,2.5,1.95,1751,2651
2243,"GROUND WATER FROM LEDO, MARGHERITA,
ASSAM",ASSAM,22,5.55,183,0.95,1.45,2,2
2244,"GROUND WATER FROM NAZIRA, ASSAM",ASSAM,25,6.8,249,1.8,1.2,2,2
2245,"GROUND WATER FROM NUMALIGARH (NEAR NRL
TE LABOR COLONY), ASSAM",ASSAM,26,5.25,165,1.75,1.4,2,2
2246,"GROUND WATER FROM SEMENCHAPARI, ASSAM",ASSAM,21,6.6,212,1.55,0.4,2,2
2247,"GROUND WATER FROM SILAPATHAR, ASSAM",ASSAM,21.5,6.35,159.5,1.6,0.85,2,2
2248,"GROUND WATER FROM LAKHIMPUR TOWN,
ASSAM",ASSAM,28,6.4,238.5,2.1,2.65,2,2
2249,"GROUND WATER FROM TEZPUR (MISSION
CHARIALI), ASSAM",ASSAM,26.5,6.25,250,1.55,1.5,2,2
2250,"GROUND WATER FROM NAGAON (PANIGAON),
ASSAM",ASSAM,29.5,6.15,399,2.1,1.6,2,2
2251,"GROUND WATER FROM JAGIROAD NEAR HPC
EFFLUENT DISCHARGE POINT, ASSAM",ASSAM,29,5.25,609,1.1,0.85,366,1001
2252,"GROUND WATER NEAR MSW DUMPING SITE AT
GARCHUK-GUWAHATI, ASSAM",ASSAM,25.5,6.4,211.5,1.75,0.45,2,2
2253,"GROUND WATER FROM NALBARI, ASSAM",ASSAM,26,6.25,192,1.6,1.1,2,2
2254,"GROUND WATER FROM BARPETA ROAD(RLY
STATION), ASSAM",ASSAM,28,7,593,1,1.5,2,2
2255,"GROUND WATER NEAR BPRL, DHALIGAON, ASSAM",ASSAM,29,6.2,350.5,1.8,4.1,2,2
2256,"GROUND WATER FROM KOKRAJHAR DISTRICT (HS
SCHOOL ), ASSAM",ASSAM,29,6.15,105.5,0.65,1.55,2,2
2257,"GROUND WATER FROM DHUBRI DISTRICT
(COLLEGE NAGAR ), ASSAM",ASSAM,28,7.1,440.5,0.8,1.45,2,2
2258,"GROUND WATER FROM GOALPARA DIST.
(GOALPARA COLLEGE ), ASSAM",ASSAM,28,6.5,245,1.65,2.8,2,2
2259,"GROUND WATER FROM DIPHU (GOVT. COLLEGE),
ASSAM",ASSAM,27,7.15,794,0.9,0.8,2,2
2260,"GROUND WATER FROM HAMREN, ASSAM",ASSAM,27.5,6.1,99,1.5,0.55,2,2
2261,"GROUND WATER FROM HAFLONG, ASSAM",ASSAM,22,6.65,106,0.9,1.4,2,2
2262,"GROUND WATER FROM KARIMGANJ (COLLEGE),
ASSAM",ASSAM,25,6.4,116.5,1.1,1.15,2,2
2263,"GROUND WATER FROM HIALAKANDI (NEAR ASTC
BUS STAND ), ASSAM",ASSAM,25,7.4,176,0.95,1.6,2,2
2264,"GROUND WATER IN PANCHGRAM MARKET NEAR
CACHAR PAPER MILL, ASSAM",ASSAM,25,6.65,162,2.25,1.2,2,2
3761,BISWANATH CHARIALI TOWN,ASSAM,26,7.1,177,1.1,1.7,2,2
3762,"MUNICIPAL WASTE PROCESSING FACILITY,
MORABHARLI, TEZPUR",ASSAM,27,6.3,384,3,1.6,2,2
3766,MANGALDOI TOWN,ASSAM,27,6.4,287,2.8,2.4,2,2
3770,"GROUND WATER NEAR GARMUR RECREATION
GROUND, JORHAT",ASSAM,28,7.2,157,1.8,0.8,2,2
3771,"GROUND WATER FROM TITABAT URBAN WATER
SUPPLY, TITABAR",ASSAM,27,7.8,277,1.7,1,2,2
3779,"GROUND WATER FROM GARMUR, MAJULI",ASSAM,27,7.5,391,1.9,0.2,2,2
3790,"GOGAMUKH PUBLIC WATER  SUPPLY SCHEME,
GOGAMUKH, DHEMAJI",ASSAM,22,7.5,180,2.2,1.4,2,2
3793,"TUBE WELL AT R/O SRI TANKESWAR DAS, RUPJYOTI COLONY (NAGABALI)  MUNICIPALITY
DUMPING SITE, GOLAGHAT",ASSAM,27,6.8,451,1.6,2.1,700,1500
3794,"TUBE WELL AT R/O SRI ANIL BAORA AT BOSAGAON NEAR BY THE ATHKHALIA, NAMGHAR,
PO: PULIKAITONI",ASSAM,27,6.7,489,2.2,2.7,2,2
3795,"TUBE WELL OF WOKHA GORONGA GIRLS ME
SCHOOL, GOROUNGA TINIALI, FURKATING",ASSAM,26,7.5,370,1.4,1.6,2,2
3801,"GROUND WATER FROM MEHEPUR TRENCHING
GROUND, MEHERPUR, CACHAR",ASSAM,25,7.4,545,5.1,1.5,2,2
3802,"GROUND WATER FROM MEHEPUR NEAR A CLUSTER OF NURSING HOME & DIAGNOSTIC
CENTRE, MEHERPUR, CACHAR",ASSAM,25,7.1,331,2,1.2,2,2
3805,"GROUND WATER NEAR BADARPUR INDUSTRIAL
AREA AT BADARPUR GHAT, KARIMGANJ",ASSAM,26,6.8,162,2.2,1.7,2,2
3813,"GROUND WATER FROM BONDA, GUWAHATI",ASSAM,27,5.6,309,1.7,1.9,2,2
3815,"GROUND WATER FROM KHANAPARA, GUWAHATI",ASSAM,24,7.8,286,0.8,1.9,2,2
3816,"GROUND WATER FROM BASISTHA, GUWAHATI",ASSAM,24,7.9,280,0.5,0.1,2,2
3817,"GROUND WATER FROM KAHILIPARA, GUWAHATI",ASSAM,25,7,331,0.8,0.1,2,2
3818,"GROUND WATER FROM MALIGAON, GUWAHATI",ASSAM,26,7.3,280,1,0.3,2,2
1825,"BORE WELL WATER AT KATRA BAZAR WATER
TANK, MALSALAMI, PATNA",BIHAR,28,8.4,447.5,1,0,2,2
1826,"BORE WELL WATER AT BHUT NATH ROAD WATER
TANK SEC-3, KANKARBAGH,PATNA",BIHAR,29,7.9,455.5,1,0,2,2
1827,"TAP WATER COMING FROM OVER HEAD TANK
PMCH CAMPUS, PATNA",BIHAR,29,7.4,556,1,0,2,2
1828,"BORE WELL WATER IN CAMPUS OF PATNA WATER
BOARD HEAD OFFICE, NEAR HIGH COURT, PATNA",BIHAR,28,7.8,520.5,1,0,2,2
1829,"BORE WELL WATER FROM IGIMS CAMPUS, PATNA",BIHAR,28,7.7,560,1,0,2,2
1830,"BORE WELL WATER (PHED PUMP HOUSE) SADAR
HOSPITAL CAMPUS, MUZAFFARPUR",BIHAR,26,7.35,997.5,1,0,2,2
1831,"BORE WELL WATER MMC PUMP HOUSE
BRAHMPURA NAKA, MUZAFFARPUR",BIHAR,26,7.9,635,1,0,4.5,7
1832,"TAP WATER IN CAMPUS OF KALI ASTHAN,
BEGUSARAI",BIHAR,26.5,7.3,690,1,0,2,2
1833,"TAP WATER IN CAMPUS OF S.P OOFICE,
POKHARIA, BEGUSARAI",BIHAR,26,7.25,709,1,0,2,2
1834,"HAND PUMP WATER NEAR GOVT. HOSPITAL,
PURNEA",BIHAR,21,7.4,623,1,0,2,2
1835,"HAND PUMP WATER NEAR COURT LOWER COURT,
PURNEA",BIHAR,21,7.3,718,1,0,2,2
1836,"HAND PUMP WATER NEAR BUS STAND TILKS
MANJHI CHOWK, BEGUSARAI",BIHAR,30,7.35,367,1,0,2,2
1837,BEGUSARAI,BIHAR,30,7.25,429.5,1,0,2,2
1838,"TAP WATER NEAR VEER KUWAR SINGH CHOWK,
MUNGER",BIHAR,27.5,7.2,622,1,0,2,2
1839,"HAND PUMP WATER IN CAMPUS OF KASTURBA
WATER WORKS, MUNGER",BIHAR,27,7.45,590,1,0,2,2
1840,"TAP WATER PHED PUMP HOUSE MAIN ROAD,
MOTIHARI",BIHAR,28.5,7.7,585,1,0,2,2
1841,"TAP WELL WATER FROM T. MODAL INTER
SCHOOL, G.B ROAD, GAYA",BIHAR,28.5,7.1,1369.5,1,0,3,4.5
1842,"TAP WATER SAMPLE AT RAMKUND, GAYA",BIHAR,28.5,7.15,1297.5,1,0,2,2
1843,"PHED WATER SUPPLY NEAR BUS STAND, RAJGIR",BIHAR,27.5,7.2,687.5,1,0,2,2
1844,"BORE WELL WATER NEAR COMMISSIONARY
OFFICE, CHAPRA",BIHAR,30,7.05,1114,1,0,2,2
2576,"HAND PUMP WATER AT CIVIL COURT,
AURANGABAD",BIHAR,27,7.15,774,1,0,2,2
2577,"HAND PUMP WATER AT COURT CAMPOUND,
ARARIA",BIHAR,30.5,7.15,570,1,0,3,4.5
2578,"HAND PUMP WATER AT SARDAR PATEL BUS
STAND, BHOJPUR",BIHAR,26,7.15,841.5,1,0,2,2
2579,"TUBE WELL WATER AT COLLECTRIATE CAMPUS,
BUXAR",BIHAR,23,7.45,1801,1,0,2,2
2580,"HAND PUMP WATER FROM NAGAR PARISHAD,
BHABHUA",BIHAR,28.5,7.2,657,1,0,2,2
2581,"HAND PUMP WATER AT KILA GATE NEAR
RAMBAGH MITHILA UNIVERSITY, DARBHANGA",BIHAR,22,7.65,525,1,0,2,2
2582,"HAND PUMP WATER AT DARBHANGA BUS STAND,
DARBHANGA",BIHAR,21.5,7.5,645.5,1,0,2,2
2583,"HAND PUMP WATER AT BUS STAND, GOPALGANJ",BIHAR,28,7.45,690.5,1,0,2,2
2584,"HAND PUMP WATER AT THAWAY MANDIR
CAMPUS, GOPALGANJ",BIHAR,28.5,7.35,1055,1,0,2,2
2585,"TAP WATER NEAR PANI TANKI AT JAHANABAD
COURT, JAHANABAD",BIHAR,26,7.15,1105,1,0,2,2
2586,"HAND PUMP WATER AT BUS STAND, KATIHAR",BIHAR,22,7.3,562.5,1,0,2,2
2587,"HAND PUMP WATER NEAR SADAR HOSPITAL,
KHAGARIA",BIHAR,28,7.4,624,1,0,7,12
2588,"HAND PUMP WATER AT D.M OFFICE, KISHANGANJ",BIHAR,25,7.35,446.5,1,0,4.5,7
2589,"HAND PUMP WATER NEAR D.M OFFICE,
MADHEPURA",BIHAR,23.5,7.35,787.5,1,0,2,2
2590,"HAND PUMP WATER AT COLLECTRIATE OFFICE,
MADHUBANI",BIHAR,23,7.45,619.5,1,0,2,2
2591,"TAP WATER INSIDE THE CAMPUS OF TOURIST
CAFETERIA, NALANDA",BIHAR,27.5,7.25,943.5,1,0,2,2
2592,"NALANDA-HAND PUMP WATER AT CIVIL COURT,
BIHAR SARIF",BIHAR,26.5,7.3,702,1,0,2,2
2593,"NAWADA-HAND PUMP WATER AT COLLECTRIATE
CAMPUS",BIHAR,27.5,7.2,1042,1,0,2,2
2594,"SAHARSA-HAND PUMP WATER NEAR SADAR
HOSPITAL",BIHAR,25.5,7.3,692,1,0,2,2
2595,"SAMASTIPUR-HAND PUMP WATER
COLLEECTRIATE CAMPUS",BIHAR,22,7.45,728,1,0,2,2
2596,"SITAMARHI-HAND PUMP WATER AT SHRI JANKI
MANDIR",BIHAR,27,7.25,351.5,1,0,2,2
2597,"SIWAN-BOREWELL WATER AT COLLECTRIATE
CAMPUS",BIHAR,30.5,7.35,800.5,1,0,2,2
2598,"WELL-1 ROHTAS BOREWELL WATER FROM WATER
TANK NEAR DHARAMSHALA SASARAM",BIHAR,29,7.15,807.5,1,0,4.5,7
2599,"WELL-2 ROHTAS HANDPUMP WATER AT BUS
STAND SASARAM",BIHAR,28.5,7.15,875,1,0,2,2
2600,"VAISHALI TAP WATER AT RAILWAY STATION
CAMPUS HAJIPUR",BIHAR,27,7.35,321.5,1,0,2,2
3138,"ARRAH(BHOJPUR)-BORE WELL WATER AT STATION
ROAD NEAR RAILWAY STATION",BIHAR,26,7.2,786.5,1,0,2,2
3139,ARARIA-HANDPUMP WATER AT BUS STAND,BIHAR,29.5,7,690,1,0,3,4.5
3140,"BETTIAH- HANDPUMP WATER AT RAILWAY
STATION",BIHAR,28.5,7.25,1584.5,1,0,4.5,7
3141,"BODHGAYA- HANDPUMP WATER AT NEAR LONG
LORD BUDH TEMPLE",BIHAR,28,7.4,1180,1,0,3,4.5
3142,"BIKRAMGANJ –HANDPUMP WATER AT BUS STAND
CHAWK",BIHAR,27,7.15,482.5,1,0,2,2
3143,BAGAHA- HAND PUMP WATER AT BAGAHA BAZAR,BIHAR,28.5,7.15,541.5,1,0,2,2
3144,"BARH-HANDPUMP WATER NEAR A.N.S. COLLEGE
BARH",BIHAR,25.5,7.55,660.5,1,0,2,2
3145,"DEHRI ON SONE-HAND PUMP WATER NEAR
MUFFASIL THANA MORE",BIHAR,24,7.05,713.5,1,0,2,2
3146,"DUMRAON- BORE WELL WATER AT PANI TANKI,
BUXAR",BIHAR,25,7.25,858,1,0,2,2
3147,"JAYNAGAR-HANDPUMP WATER AT RAILWAY
STATION",BIHAR,20.5,7.7,467.5,1,0,2,2
3148,"JAMALPUR-HANPDUMP WATER AT POLICE
STATION",BIHAR,28,7.2,612,1,0,2,2
3149,KUDRA-HANDPUMP WATER AT RAILWAY STATION,BIHAR,27,7.1,691.5,1,0,2,2
3150,"MANER-HANDPUMP WATER AT MAIN ROAD NEAR
KALI MANDIR",BIHAR,25,7.45,368.5,1,0,2,2
3151,"MOHANIA-HANDPUMP WATER AT MOHANIA
GUEST HOUSE",BIHAR,27.5,7.45,783,1,0,2,2
3152,"NARKATIAGANJ-HANDPUMP WATER AT BUS
STAND",BIHAR,26.5,7.6,300,1,0,2,2
3153,"PIRO-HANDPUMP WATER AT CHURCH HIGH
SCHOOL PIRO",BIHAR,26,7.05,714.5,1,0,4.5,7
3154,GAYA TAPE WATER SAMPLE AT RAMKUND,BIHAR,28,7.25,1242.5,1,0,4.5,7
3155,SUPUAL-HAND PUMP WATER AT BUS STAND,BIHAR,26.5,7.45,599.5,1,0,2,2
3156,SAMASTIPUR-HANDPUMP WATER AT BUS STAND,BIHAR,22,7.65,871,1,0,2,2
3157,"SULTANGANJ-HANDPUMP WATER AT
SULTANGANJ CHAWK",BIHAR,30,7.4,305,1,0,2,2
3158,SHERGHATI-BOREWELL WATER AT BUS  STAND,BIHAR,27,7,976.5,1,0,4.5,7
3159,"SHAHPUR-HANDPUMP WATER AT SHAHPUR HIGH
SCHOOL",BIHAR,24.5,7.15,664,1,0,2,2
3160,RAXAUL-HAND PUMP WATER AT BUS STAND,BIHAR,31,7.6,336,1,0,2,2
3161,KATIHAR-HAND PUMP WATER AT BUS STAND,BIHAR,22,7.25,422,1,0,2,2
3162,VAISHALI-HANDPUMP WATER AT VAISHALI BLOCK,BIHAR,29,7.3,776.5,1,0,2,2
2039,"SECTOR 15, CHANDIGARH",CHANDIGARH,28,6.6,846.5,1,4.65,2,2
2040,"SECTOR 22, CHANDIGARH",CHANDIGARH,27,6.95,738,3,1,2,2
2043,"PALSORA VILLAGE, CHANDIGARH",CHANDIGARH,25.5,7,986,4,0.85,2,3
2044,"DHANAS VILLAGE, CHANDIGARH",CHANDIGARH,26,7.15,611,3,0.85,7.5,11.5
2045,"DADU MAJRA, CHANDIGARH",CHANDIGARH,27,7.1,604.5,2.5,1.2,2,2
1620,"AT RAIPUR REGION, CHHATISGARH.",CHHATTISGARH,26.5,7.65,593,0.3,1.25,2,4
1621,"AT RAIPUR REGION, CHHATISGARH.",CHHATTISGARH,28,7.5,557,0.45,1.7,2,3
1622,"AT BILASPUR REGION, CHHATISGARH.",CHHATTISGARH,30,7.5,369,0.1,0.4,2,2
1623,"AT BILASPUR REGION, CHHATISGARH.",CHHATTISGARH,29.5,7.35,440.5,0.1,0.45,2,2
